,"#""Step""",Potential Energy (kJ/mole),Temperature (K),Density (g/mL)
92,293000,7100.606216287359,295.676065754991,0.7852402737451962
93,294000,7563.2791789592275,286.1852198328403,0.7687136487741307
94,295000,7508.727944670554,288.3852001287348,0.7748297804605574
95,296000,7378.680648358142,294.9521762311859,0.7763523273304093
96,297000,7686.39230174793,297.7989761527632,0.7709387962455901
97,298000,7892.654979841453,291.5863900360264,0.7722063965294591
98,299000,7361.119173224219,301.53850800496036,0.7804963215878785
99,300000,7443.2905013137915,297.51620682652845,0.7778118032582408
100,301000,7493.705718678243,288.6792382170765,0.7788605491841917
101,302000,7998.654559882754,286.47212001897776,0.7755849805526669
102,303000,7399.456188332617,296.461223846236,0.7804105915278948
103,304000,7672.162612947382,283.46572471338953,0.779527460274134
104,305000,7340.205730915764,294.22909380397016,0.7798436306387029
105,306000,7837.85963407199,292.6275352808154,0.7682179679971113
106,307000,7420.8750876299955,286.79994671062235,0.7698639586011853
107,308000,7228.070929988373,288.456810219362,0.7697478004407554
108,309000,7407.953293411962,293.85989155609246,0.762719009986407
109,310000,7379.502430492425,286.5986821651992,0.7662896830522572
110,311000,7458.5080788268115,289.14337657898824,0.7714360526039895
111,312000,7654.949325512132,291.93476057001146,0.7756781465534452
112,313000,7538.498486266894,298.09417942603784,0.7749998868923675
113,314000,7389.637239477312,289.02659334546075,0.7741988813796564
114,315000,7435.857775510394,295.6562620157485,0.7783228040302321
115,316000,7559.1084539706435,295.93806480574904,0.7725827119588361
116,317000,7472.00009175167,295.76112544482163,0.7764885714233951
117,318000,7360.90515733963,299.3266205932453,0.7814565771755021
118,319000,7391.4963154707475,300.0045800970131,0.7791574923626247
119,320000,7602.151817636556,298.56731833823835,0.7762530193268397
120,321000,7409.931309663895,294.45460431384214,0.7849105717875923
121,322000,7397.353762634642,293.8023910963676,0.7581316672910065
122,323000,7418.253083483931,289.694589940093,0.7776870578029677
123,324000,7240.6612973309475,292.4327944952305,0.7816593617097405
124,325000,7427.516380516624,294.361354433558,0.7840097258015493
125,326000,7146.420588700955,291.36812220030583,0.7816291544147903
126,327000,7363.2542040425205,292.48930997200625,0.7809193832046762
127,328000,7181.239781311755,297.22849897628504,0.781980467472497
128,329000,7626.539216925274,292.4710952520002,0.7892468543255352
129,330000,7547.899833715306,295.52885712741784,0.7746237094061232
130,331000,7301.116192297977,305.0357981166922,0.7776634641168403
131,332000,7744.618530266764,302.5406861241307,0.7834989209172979
132,333000,7207.996424848962,303.06682263999414,0.7773627125611274
133,334000,7468.886948849855,296.4902414327136,0.7809028558335466
134,335000,7472.9136476686135,295.3902886673755,0.7798563792674641
135,336000,7235.205966814795,293.7328299231478,0.7898989988415412
136,337000,7142.510310616621,289.1345727978698,0.7935913005643649
137,338000,7297.035301346046,296.8688066039008,0.7899137781568827
138,339000,7281.421868189138,292.1763384471592,0.7839142966812026
139,340000,7372.067215497043,301.1650752895343,0.7833374277016903
140,341000,7429.105504748072,285.7501426878069,0.7890314001625136
141,342000,7250.402997761691,297.15664520589524,0.7850195411617461
142,343000,7291.582093848739,290.5808153298355,0.7783073876297785
143,344000,7439.026869851859,293.3750284094405,0.7856861867105542
144,345000,7368.9714836302355,286.7574651034172,0.7886230464964259
145,346000,7389.467209298034,293.66255429042684,0.7772371937504364
146,347000,7435.903250531392,298.9503472693494,0.792639101405461
147,348000,7009.8093422761085,295.99927916492544,0.7942728845394628
148,349000,6897.998121886349,290.4791976584405,0.7935904991898178
149,350000,7145.114834125709,284.39284548251146,0.7875588230924946
150,351000,7383.687731266333,291.06492475545014,0.7757280716007069
151,352000,7478.324492031414,291.0206555804262,0.7818076855013704
152,353000,7568.149281715532,298.78945453209536,0.7798238000214922
153,354000,7596.531305515989,297.2780901623728,0.7654978471538129
154,355000,7606.093663777191,299.11815764750463,0.7751235704600109
155,356000,7882.430025316457,294.553962885943,0.7626116954714719
156,357000,7649.007212633144,298.42779261453467,0.774130211048003
157,358000,7517.214959155117,298.77702475246195,0.7721867028109367
158,359000,7658.771688856456,296.35811917355664,0.7731893130376204
159,360000,7668.050233955626,293.49774435720565,0.7776410131454693
160,361000,7457.0839646858585,291.8609288762896,0.7801757018746417
161,362000,7515.674503882812,299.11286533050344,0.7777728468140549
162,363000,7595.784406616435,297.01764370739653,0.7791433483588369
163,364000,7590.969176625569,292.6377115376141,0.7775817498163926
164,365000,7221.765528953056,289.2537798554416,0.7918319079972714
165,366000,7114.6817519966735,296.0758074881389,0.7800065706965252
166,367000,7245.656785788466,291.2123543262341,0.7803059154335941
167,368000,7364.108339753962,295.33688325213694,0.7812817611899655
168,369000,7180.755154919404,286.5822297065432,0.7797518803542057
169,370000,7143.257375697804,288.53451188375783,0.7937245861927192
170,371000,7305.499361878945,291.8363445190779,0.7907142081773189
171,372000,7200.345590850548,296.4118898390746,0.7845416344061731
172,373000,7418.6520517012295,302.6441976736635,0.7879716917979146
173,374000,7343.6892337739955,292.10887459374334,0.7942261643006328
174,375000,7434.47867542667,289.57530041008675,0.7877191383995319
175,376000,7529.662911528698,291.96504078370367,0.7839763687287891
176,377000,7441.016391301732,293.5631922907721,0.7831130251784565
177,378000,7259.587880976368,300.94597372419605,0.7886697296120337
178,379000,7352.214245420639,296.1964580244796,0.7823052695071671
179,380000,7044.175084789709,298.7560434515632,0.7922998419836418
180,381000,7466.944059225301,287.10124601204086,0.7793326190542685
181,382000,7100.771637761799,296.0891859973526,0.7906342927065187
182,383000,7262.757142410609,290.01960333410665,0.7847306414091159
183,384000,7033.0956770587745,289.7545519529678,0.7890765717500712
184,385000,7445.316016830542,285.47247577572983,0.7833405507515858
185,386000,7332.533433283612,290.4653997583152,0.7673664639702201
186,387000,7245.971513873988,293.56869482357064,0.7858910147374337
187,388000,7303.930594528456,302.1305985844698,0.7881715978177662
188,389000,7510.878466884858,299.8126067368943,0.7808404695235964
189,390000,7359.138151153325,298.92354589040264,0.7842079245613826
190,391000,7448.8233794708285,299.6582157461056,0.7778940007610605
191,392000,7051.248122547582,293.0673963109025,0.7857373222571213
192,393000,7366.34027889847,289.25487676921523,0.7811792472604085
193,394000,7292.685901629892,291.25999777465813,0.7800432427635128
194,395000,7532.024032626054,293.55329235535976,0.7688049135000323
195,396000,7288.571441118183,294.5730682780488,0.7823020416221987
196,397000,7543.860487460181,293.79200394486304,0.7818522945890991
197,398000,7384.440169901053,300.3591486641753,0.7945690588863338
198,399000,7224.113654866604,298.2775596412159,0.7895545955077465
199,400000,7306.447740389851,298.14142311936934,0.7836840694371457
200,401000,7429.689574366211,302.3136862270706,0.7834180527297487
201,402000,7390.018222206898,298.60014283062094,0.7931802879186243
202,403000,7236.388250238763,288.0127167914166,0.7846332400370534
203,404000,6913.490620091906,287.2459245052467,0.7951632193180869
204,405000,7247.490399379314,279.4185212850424,0.7925148994652931
205,406000,7338.632793581709,291.5540272173631,0.7819794169329941
206,407000,7365.494434154146,293.94653696081537,0.7806349032831401
207,408000,7360.040564187693,305.2021208713984,0.7925323654559081
208,409000,7415.975612506512,300.31672183144696,0.7931271713767296
209,410000,7530.478927097792,296.52231377274427,0.7762772195569605
210,411000,7267.420777515677,290.6594349443343,0.7768782410775618
211,412000,7621.351657867895,288.96621687932236,0.7824420196440216
212,413000,7320.498436326303,293.00847390302533,0.7850133016066652
213,414000,7442.17375342665,290.64054786538213,0.7757717784073211
214,415000,7557.843557321865,289.22774889202236,0.7769914640428318
215,416000,7081.674822185087,293.2579992763532,0.7801716733562637
216,417000,6973.520174001549,285.9773567738443,0.7863061263279233
217,418000,6937.069713031036,288.05282184185245,0.7855201053064017
218,419000,7501.809067898252,282.1145229171458,0.7734857920468053
219,420000,7452.5687446116835,291.9073681180172,0.7818096385104355
220,421000,7336.435958368109,290.7282995016713,0.7796086957224333
221,422000,7328.088004703297,296.5791465463382,0.7873343951242365
222,423000,7067.506038801681,294.99934903303136,0.7910378252605039
223,424000,6961.823167624203,295.99327396943727,0.8000331715750053
224,425000,7396.295936959668,297.4457198813712,0.7796642014243675
225,426000,7175.250723825955,286.30159758094294,0.7807131129978969
226,427000,7142.3066463015075,288.697470857548,0.7828349253326103
227,428000,7276.5833971508655,293.905195481917,0.7744998733532389
228,429000,7231.709949424802,293.92917082143964,0.7827328352680526
229,430000,7358.9787275234485,285.99513556571253,0.7827643237509629
230,431000,7350.574232775076,290.97974201579905,0.7811739956900088
231,432000,7348.50103435152,295.53977105761794,0.7840945412364935
232,433000,7331.2708196875965,292.32581993662,0.7847428777032771
233,434000,7292.623524126548,287.8380437632434,0.7861985605728263
234,435000,7356.497186130218,288.14979471029966,0.7843225183266408
235,436000,7238.974947876599,295.9137028578278,0.7820224445075957
236,437000,7670.656671028499,304.009717679236,0.7768385745233771
237,438000,7611.718944802774,298.6919327336388,0.7775817494004306
238,439000,7711.224870179867,284.53533745149934,0.7749970861240252
239,440000,7165.477757055434,299.65750492004935,0.7796024549601228
240,441000,7617.712974851924,289.94168787148095,0.7735555632338814
241,442000,7416.416680928465,292.92731636767775,0.7751556613570972
242,443000,7172.2651884050365,295.99281898208017,0.7796053409730724
243,444000,7450.974610947421,288.6219699706182,0.784614675558667
244,445000,7425.933691264504,282.42674742234976,0.7804257943002308
245,446000,7406.264482702938,287.26003178194975,0.7714194952333078
246,447000,7285.291564370851,291.0913105721206,0.7818409706673409
247,448000,7393.041901152175,291.28682035562804,0.7751700579348583
248,449000,7311.81767863047,298.7870930649995,0.7783234748835925
249,450000,7161.805310766993,302.58295992608817,0.7845466631880627
250,451000,7208.772455073341,298.32980173197035,0.7897299382520839
251,452000,7136.906614581859,295.72782448839865,0.7938722899880415
252,453000,7441.31234178149,294.63676117961467,0.7810203428927994
253,454000,7300.522437817406,292.82859329068964,0.7896361443987464
254,455000,6976.652337733514,296.0101334479175,0.7826229460619264
255,456000,7588.167964838622,284.3359170234832,0.7824035094461392
256,457000,7485.756324393955,293.0452915085342,0.7780277378701936
257,458000,7588.554991487479,295.6981790898311,0.7785539732638834
258,459000,7928.757587239858,291.4656398593616,0.7836643127869519
259,460000,7692.030029567842,291.34584639859384,0.7763705581964407
260,461000,7471.353386694847,298.2057539186418,0.7758979701969635
261,462000,7681.245304169858,297.43774257841596,0.7807862479490987
262,463000,7313.503908135477,299.16721584899307,0.7879317103389931
263,464000,7372.106948022605,287.30622755493783,0.7854458860241336
264,465000,7325.726117150423,290.0606724917401,0.7784445957964525
265,466000,7402.701705997084,293.76015869204656,0.7743097079459036
266,467000,7729.261555468825,290.84303668651063,0.7869030115006116
267,468000,7376.714344055794,301.3816176248929,0.7751438064436358
268,469000,7345.334526765874,305.5694942998632,0.7785648727087486
269,470000,7482.332767554446,296.47088020655036,0.7833719249732826
270,471000,7387.081004627334,297.74796966879023,0.7855290477959141
271,472000,7217.0084114989695,300.839706435226,0.7777488426013078
272,473000,7502.470998467278,305.3642908268763,0.7722211142449372
273,474000,7409.281232531321,297.40476524543686,0.7810021562197244
274,475000,7521.355820982186,288.4357269662029,0.772436008275501
275,476000,7321.4063911146195,301.7622115295061,0.7703118425548374
276,477000,7499.9504326740725,292.7404309092755,0.7724197187403266
277,478000,7327.794150116012,293.35890268145863,0.7802334062673661
278,479000,7272.840059692482,296.048500821816,0.7783529856121526
279,480000,7581.360066815617,290.6701373178136,0.7745145056722418
280,481000,7607.278992127416,296.0501346966649,0.7652396496726389
281,482000,7449.927114785961,293.1635247149848,0.7822076973123161
282,483000,7364.342284911018,289.3031987829209,0.7865113830977002
283,484000,7623.963249145368,296.7736307893657,0.778489201973135
284,485000,7487.693869179877,289.8133529322256,0.7849565380595562
285,486000,7634.048257933869,288.19975273286565,0.7709453284261444
286,487000,7050.144134828365,285.79400278756043,0.7771610244400109
287,488000,7260.757767491507,283.35377414352394,0.7882216409033211
288,489000,7268.091418456599,290.4744838103072,0.7891642754141548
289,490000,7226.026637745637,289.5905791972192,0.7854842036999174
290,491000,7290.0097489642485,294.53653711622275,0.7826235384347199
291,492000,7526.7994843854785,285.51490248536817,0.7841782668158557
292,493000,7282.600504484664,286.21082028799617,0.7766502634160327
293,494000,7376.308954889471,291.2673869108443,0.7808108556025506
294,495000,7094.894699940273,296.35731038391083,0.7836687944243325
295,496000,7565.256985238093,289.7003365598636,0.7806043314413432
296,497000,7124.376667114309,296.6213494479634,0.7912190704353831
297,498000,7229.7384566233095,291.81743829274035,0.7851391072555138
298,499000,7612.698316825709,293.86900929047687,0.781476025681777
299,500000,7428.754387352241,301.7128128464218,0.7795838889951492
300,501000,7319.411845520911,288.59687772663267,0.7800192241437269
301,502000,7129.3456932747595,298.4908491992807,0.7839835766803889
302,503000,7281.676303714223,291.38276074803133,0.7810551069703116
303,504000,7401.467886659164,292.18506450841164,0.7808510458240643
304,505000,7569.411799095275,286.8931107314596,0.7745026940214295
305,506000,7850.7107512200655,296.2155242689141,0.7673206835284041
306,507000,7361.596881655212,291.87521816750717,0.7823036067812482
307,508000,7592.306736409814,297.413322065619,0.7735245017947163
308,509000,7516.572488912636,292.0259635187922,0.7817786431227534
309,510000,7280.888026438044,290.5716265339996,0.7844467271944937
310,511000,7394.568639060432,299.5971373105142,0.7772265007444255
311,512000,7479.906773786445,301.30682201876414,0.7839206404472586
312,513000,7489.551471115888,295.0404303471412,0.7668473336675886
313,514000,7622.5256282242435,295.4287008837605,0.7723524119122532
314,515000,7376.500962626809,294.16141284623836,0.7764178494516153
315,516000,7515.791496128061,289.14232430181,0.7758388608473888
316,517000,7593.655718108415,292.1881723159898,0.7785089349120466
317,518000,7647.451747890613,292.8497938702693,0.7774078170667601
318,519000,7563.640722478785,296.2695936774567,0.7776348399903967
319,520000,7780.197783273215,289.60714116442637,0.7739636542961739
320,521000,7179.4008161605725,299.29413919689574,0.7823875083509052
321,522000,7099.730334196873,291.39212821325026,0.7748282968925504
322,523000,7533.753295153117,287.148413323854,0.7771981732735243
323,524000,7459.247288722467,297.1739412222842,0.7725619139747965
324,525000,7560.4775668892735,292.0502790998261,0.7888932218125251
325,526000,7754.809883573041,298.26349925598333,0.7780382090168321
326,527000,7410.991441230486,295.7735087790233,0.7826240282826387
327,528000,7363.993409721599,291.46090486788927,0.7828323581378392
328,529000,7360.158029512686,297.33205474422266,0.7792731305252182
329,530000,7315.044354650186,296.005616350605,0.7774690464935835
330,531000,7570.962491101078,292.0348458030328,0.7728525716509198
331,532000,7434.7508023002465,295.1422167407834,0.7864509474894953
332,533000,7671.228484212607,290.0274995435969,0.7804213367381001
333,534000,7159.992845530206,298.23734979489495,0.784020267264487
334,535000,7265.034657227023,294.80769050977716,0.7868436337634539
335,536000,7320.182769637377,293.27146769076666,0.7896221245523607
336,537000,7594.751319858606,296.76824054627645,0.7721787350516763
337,538000,7583.726609329185,293.74520316086046,0.7758880664282091
338,539000,7521.576760556779,288.05954466209886,0.7768355773304264
339,540000,7067.20140948739,300.17613141816827,0.7831397315120566
340,541000,7085.829420373634,294.44180183892007,0.7814751777904219
341,542000,7029.843021623715,300.8841460771982,0.7861174900754406
342,543000,7280.665099212289,293.89058456570524,0.7826570189788102
343,544000,7382.043560905578,289.1991401699389,0.7909184106986398
344,545000,7520.882893254538,293.9627185956742,0.7953296923570365
345,546000,7539.348262074202,305.3531065271357,0.7823837893478567
346,547000,7653.391569640968,288.40344217839873,0.7755578753877159
347,548000,7170.221933765719,300.6407546514757,0.7876718120821845
348,549000,7197.966428790707,289.9819424401581,0.7748744349690541
349,550000,7453.0609467874365,293.6117520539425,0.7810045898119771
350,551000,7472.9784689220705,295.89507788422264,0.7800163636526312
351,552000,7426.627932374556,287.6307425303923,0.7863566559571771
352,553000,7282.228359677028,292.2810562834936,0.7900893456946939
353,554000,7188.962986826565,295.48642699578176,0.7753586778717289
354,555000,7355.713183088897,293.74799045891086,0.7826644050066066
355,556000,7226.636084359799,298.4204462074541,0.7852656191619313
356,557000,7546.613164853284,295.58435284382597,0.7807771228774419
357,558000,7159.414070051234,285.03338874632664,0.7890050769838478
358,559000,7113.134876848917,295.3701061801582,0.7833392573073307
359,560000,7653.227152890729,288.44913901129934,0.7806878705759117
360,561000,7422.603923375224,300.465764566716,0.7783378939391319
361,562000,7513.9397961823,296.52467177855243,0.7675576810161491
362,563000,7327.931667685358,292.0265741598668,0.7817561603023034
363,564000,7460.487407231052,288.06804106841093,0.7754349761982429
364,565000,7189.926752838943,293.15152111018637,0.7792832903718321
365,566000,7488.135279570255,286.8075995433365,0.7822212051552349
366,567000,6976.031692788352,291.69710743782963,0.7882603201715663
367,568000,7466.555697668406,295.45379833416865,0.7739570016885216
368,569000,7189.1781296414865,297.3853149134051,0.7855133736008101
369,570000,7119.757430088794,291.12732721706425,0.7877510721002051
370,571000,7193.41146292364,287.933193071707,0.7849156007029356
371,572000,7286.683470707538,296.3624689578413,0.7862496997274399
372,573000,7148.785937502988,297.9274296859592,0.7903049267915129
373,574000,7322.992167139475,294.07304207244016,0.7922340301877713
374,575000,7189.142025694117,287.9837008934321,0.7860043632992246
375,576000,7145.9829949046725,289.63174378287283,0.7837413688447296
376,577000,7335.899277523766,294.4591152807625,0.7843153790235752
377,578000,7238.505935533025,287.09470314496787,0.7901616526721159
378,579000,7193.916156781335,293.2941790576005,0.7784288060587541
379,580000,7221.4533446111645,289.27234994445234,0.7947209132748975
380,581000,7436.2919319559305,294.6642369996264,0.7885926600567882
381,582000,6929.9463823162805,299.23103920737606,0.786206763023317
382,583000,7233.187867203654,291.31016325445825,0.7804446997272246
383,584000,7391.71766284124,299.06253197944733,0.7923326319596578
384,585000,7328.789712985646,293.7538349707478,0.7834169478207694
385,586000,7395.7806821209,293.1082972248317,0.7746732221409476
386,587000,7800.670606691189,295.43420555639096,0.7759580338831744
387,588000,7618.48578241894,290.9426588521718,0.7664921597296971
388,589000,7406.922529899401,296.68908153144366,0.7899921261077977
389,590000,7105.297164534825,293.857886387885,0.7847740074533424
390,591000,7489.11519441239,296.11760554379435,0.7750934653916927
391,592000,7589.821164390705,288.7966053722708,0.7940944201679787
392,593000,7587.985107441728,285.30369045250166,0.7895904557843231
393,594000,7608.680560071556,297.64006435584406,0.7824499879152408
394,595000,7451.150359680301,299.9420197543967,0.7792998955635132
395,596000,7275.1166909109315,292.97542208189265,0.7805856100630779
396,597000,7324.473574005938,289.8971502780676,0.7832055179858578
397,598000,7030.873128453477,294.64662502686457,0.7789933804621615
398,599000,7414.363765902477,291.30904108969435,0.7850132536701485
399,600000,7450.6670359186355,296.8293435953453,0.7757562334369642
400,601000,7202.487438145556,296.96778974189107,0.7754596780639812
401,602000,7250.667407338175,299.2045384370397,0.7787364737351841
402,603000,7568.461355502702,298.2700153317632,0.7737091022854248
403,604000,7209.6965927415895,298.15074794383116,0.7874910669641767
404,605000,7225.529810407335,299.1303747400312,0.7769838987080534
405,606000,7772.893418931683,295.6916365351667,0.7777685633991075
406,607000,7563.82099937076,296.0192204929292,0.7815212963662149
407,608000,7471.154150886943,289.5351348532804,0.7793082430736121
408,609000,7362.060249974238,300.5178133863845,0.7787532878342712
409,610000,7708.680139471347,293.84947578962795,0.775453815855811
410,611000,7423.980588582996,300.03435428571566,0.7721798346630031
411,612000,7724.496764500812,291.1416216409213,0.7800996403105103
412,613000,7362.578637720938,293.9845164564739,0.7750535081514915
413,614000,7308.9071808309545,288.79767454862264,0.7791411934643788
414,615000,7129.078105663464,285.30642651139544,0.784409104761456
415,616000,7157.255547266153,286.3437100425748,0.7759871352331493
416,617000,7287.026939112477,281.8385937462714,0.7773526995473915
417,618000,7305.140864873969,296.49983863881346,0.7744101016978467
418,619000,7289.674630956827,291.9620735890958,0.782298032477073
419,620000,7417.605493602873,295.351743726879,0.7805294748166529
420,621000,7437.790110049169,299.59305313831413,0.7871450565736127
421,622000,7298.749195713035,292.8930363522867,0.7799028477619235
422,623000,7296.2919447951635,307.0450326085018,0.7901853808172444
423,624000,7574.628161446816,290.53196545187666,0.7851234814505068
424,625000,7605.967161628552,293.37127591526587,0.7746849282753742
425,626000,7708.810218970525,293.4540206337586,0.7880433736191491
426,627000,7460.182264848438,292.0410492872291,0.7860551447932635
427,628000,7448.896861744623,295.0988135068407,0.7901606036365141
428,629000,7271.406742802699,292.28949151575006,0.790973206179714
429,630000,7547.628120226274,289.0557846439855,0.7770946491155618
430,631000,7316.890353607474,297.12931324984385,0.7911932634331015
431,632000,7017.175908797071,284.1891971208735,0.7946597827291495
432,633000,7052.335691340261,293.2720665352205,0.7898879365042015
433,634000,7468.468608697952,285.9223600662642,0.7908412403989283
434,635000,7442.024398222074,284.2487285608033,0.7844439106506538
435,636000,7226.910527912409,286.456327996967,0.7793146618126917
436,637000,7172.555288067952,292.5920087826925,0.7909797012428931
437,638000,7194.074249772345,297.349270794657,0.7883491782661429
438,639000,7253.5780014323645,299.9785131462765,0.7944576470414361
439,640000,7630.106022965567,292.79380296273774,0.781962117982052
440,641000,7233.995646794623,291.06777758944315,0.7813245973688822
441,642000,7377.346528977216,295.30022962406775,0.7781197028865035
442,643000,7034.004602530363,290.32367352616365,0.7904554067746968
443,644000,7386.268856487789,285.7602810077404,0.7814406771328852
444,645000,7509.220272669458,294.55846918957815,0.7761158254800833
445,646000,7523.779349034684,303.6167288060064,0.7813676216493625
446,647000,7394.383134724121,294.92157652081613,0.7722858295228825
447,648000,7242.014476432948,297.98235457825075,0.7909592256031722
448,649000,7237.189496613081,288.987688177561,0.7841779277167041
449,650000,7026.792766014372,300.2881216710973,0.7858860469095053
450,651000,7369.252409408718,284.37414252002117,0.7836326673719218
451,652000,7162.851241939041,292.7051476941898,0.7822216928462518
452,653000,7483.0660136145725,287.94198771329104,0.7767092688782431
453,654000,7059.685695667742,300.1048947960872,0.7851286372212303
454,655000,7139.650713983288,285.1040440545064,0.7911501970684685
455,656000,7696.886695392271,290.4658796630348,0.7827503170142407
456,657000,7494.1314935933715,297.60788677083684,0.7882842824079014
457,658000,7298.230545205991,299.66350293550653,0.7799327390802561
458,659000,7499.87915449303,292.893474705848,0.7865269222517361
459,660000,7311.422823153337,289.2481544778061,0.7867522958673818
460,661000,7323.048787879503,302.09482170839,0.7785743013508244
461,662000,7330.279216493363,290.07645603930814,0.7834376850468678
462,663000,7613.158413136361,293.8342115078455,0.7771796341894317
