#"Step","Potential Energy (kJ/mole)","Temperature (K)"
193000,72.97320306882466,177.49581930348418
194000,79.62153419398601,223.94199384028676
195000,67.13887538155541,383.22461400095216
196000,78.16770041932432,254.7503827466591
197000,74.12937385445548,427.1594802834345
198000,57.3318548028557,331.8694861911884
199000,66.27046176888689,371.45716957530436
200000,66.98475995019544,261.036264330825
201000,64.5837741005962,219.38187121263198
202000,57.06404408063463,171.848464840249
203000,59.2338397996682,378.75991499574303
204000,72.29774371923668,453.1692215484275
205000,62.45618957397164,399.1949565947667
206000,70.59917510168033,320.1697645028229
207000,58.709631397730845,286.5097924740819
208000,65.16370138572529,359.0121751885317
209000,61.81151598543511,441.6702937437585
210000,73.97392914561715,363.34467964473066
211000,73.48896816121879,358.8351751649821
212000,82.88309150876012,372.2345651566325
213000,84.36042818792748,379.1806525042878
214000,89.70962597248581,303.39392196229596
215000,69.77534583492502,242.3689278275392
216000,56.5353850468091,264.54846018799884
217000,55.95095357273749,279.86532841988367
218000,70.02255077871268,351.0719205053338
219000,48.87847967793641,296.44373633919474
220000,68.56904750472393,246.44253566586085
221000,50.23838411479295,253.4756626976563
222000,66.09496210171346,245.50487674197265
223000,66.0123267396666,289.58654538222703
224000,68.18530989261399,321.4124234766273
225000,71.58685870630939,401.71553022725817
226000,55.8263436919442,319.2001450715319
227000,58.244497787694854,279.75589150839266
228000,65.63769756827787,210.03378520780478
229000,54.24168368084486,233.9518370311111
230000,60.13937267894653,223.80097757402427
231000,59.661957946560506,438.6622356112752
232000,74.01218319642794,334.35155116641675
233000,76.87440719012739,308.47159274032765
234000,69.20359785203163,237.15353047400163
235000,51.50828292330334,224.4747980911833
236000,75.7065870966353,248.77758992862138
237000,54.04740952886641,269.82951268756545
238000,70.13256393968732,366.01978482743885
239000,56.9274444183975,410.7593721262397
240000,53.368369849878945,286.12333901563045
241000,54.44189552680723,303.8805847190277
242000,77.39073194002185,254.52348731339092
243000,61.06021348218201,338.11281967953124
244000,68.36535316596655,315.5317987940033
245000,59.416956751883845,260.5934158282544
246000,52.69067998728133,409.17478309198077
247000,66.06659286895592,394.67879203233105
248000,62.01349473200389,333.5782622576222
249000,53.63141586036085,382.62526786818955
250000,63.91424595893136,284.33474658344005
251000,68.97087706206366,423.53369405449354
252000,76.32427515639108,344.00082491306983
253000,71.59968959158323,276.48041638930385
254000,69.89362428167755,293.7635825697427
255000,81.10760506440784,284.85973220065296
256000,71.98804597155231,387.78939408444353
257000,76.36792113573756,295.6721896451693
258000,56.58571058351117,225.37680990140345
259000,78.3837039534119,309.8681279286977
260000,63.95154099974843,304.3819789707774
261000,73.37989567576733,252.9792014298067
262000,50.85910914843225,294.5633733262085
263000,57.98192523718723,232.06966299502392
264000,79.72717886315536,181.45365474958714
265000,63.329247213114286,269.677264114844
266000,58.26664659268863,311.38223599933013
267000,58.38130867513786,336.04311787572504
268000,64.06325837517716,277.5741906493511
269000,51.63132350324304,388.5941266398985
270000,83.76007593102986,375.8766932866607
271000,78.91797811920685,317.5759987851558
272000,85.07983546167088,364.75744673040964
273000,70.66102044028412,256.5972883014243
274000,70.64534250100077,266.84695653028115
275000,58.425493437837076,394.2876193686396
276000,63.77042672057166,217.6157699646816
277000,53.11811061752064,259.11360107107913
278000,65.44708436677865,189.74830770235462
279000,44.67115860362537,256.67494869302635
280000,75.40124988163849,294.9777299065869
281000,74.28222461617634,243.45721707221105
282000,73.06774412740796,444.26650399638766
283000,84.07714188553837,384.82038573199185
284000,61.448356682658414,442.57451950428134
285000,60.10732859150403,303.60853593333786
286000,59.77480391564454,260.5797314318261
287000,50.78710614890224,387.550541005075
288000,57.10217003807338,339.76344239605294
289000,52.17169982192809,261.50961495240034
290000,47.029945628480164,306.16900016655944
291000,59.772611914073124,294.768221614428
292000,63.165098488541844,223.16140761528155
293000,59.634395891130225,365.47797171867825
294000,73.40601602184563,314.0081890310387
295000,67.23220917287927,359.39653220291046
296000,56.5551606456836,270.29475697047195
297000,61.80754907010123,247.49047057026613
298000,64.54244862904307,276.2571661720264
299000,53.95258559205877,385.4503825866373
300000,63.48711450368887,171.5390840316706
301000,56.78598941003819,289.12470215073995
302000,64.90637130493451,276.9719167647891
303000,59.540721295316416,245.50985282687503
304000,53.001029897556236,369.18025197016544
305000,63.70600902781405,224.77286831924218
306000,77.30095688669547,211.90279078055178
307000,62.24702945561148,323.82650377242646
308000,56.828137446020264,238.78544857993927
309000,62.05907709083294,274.2326565984202
310000,62.94688634347244,279.05184301243264
311000,58.307937600083505,192.87614007907507
312000,50.22029911822028,349.138586503912
313000,57.39692107533085,249.1361087524837
314000,63.8102048488272,281.07107135601103
315000,52.72065522527964,307.68449723983866
316000,53.20074882873632,276.2457371158434
317000,69.00205457714742,365.1542865831755
318000,70.656891677354,380.19423575303466
319000,77.03091060307361,332.89406531002203
320000,58.24679922396899,297.1597636630985
321000,63.64113847934641,337.49912159375464
322000,74.26326951611918,372.8554372525392
323000,68.44218778564027,214.34543380514344
324000,45.71817259467207,491.46768357106964
325000,68.57697199686754,438.87746502237644
326000,72.78150827127934,261.9696226752122
327000,74.33408029855485,274.8468941692012
328000,84.01212669458826,318.6880161241506
329000,64.16109247697386,342.3385378541284
330000,84.83000533680388,232.47671572043535
331000,63.38734347369609,269.7288564981772
332000,51.67424153536831,230.21045908999105
333000,59.28196714897604,270.9626761267887
334000,67.39867584541207,215.74933389724563
335000,71.9031106141374,368.2045348337759
336000,58.6758889555349,314.3958627788312
337000,64.95218803985972,283.7131669333088
338000,51.97844126087148,227.24687582010395
339000,58.17912112524482,159.32043918040438
340000,61.368345392847914,286.3089942621606
341000,64.16627271125981,216.77152312942013
342000,66.13948799526179,253.20465592145092
343000,59.72998380546676,378.6078177859339
344000,66.0591386021622,473.619168962252
345000,65.17928016564838,409.4077255213099
346000,96.06789213491538,364.4598813002788
347000,61.425351698184386,544.3040393972987
348000,62.70185732206619,357.87900396977625
349000,75.7862349203482,326.94648400805096
350000,60.08812707142579,272.3796174805175
351000,63.70786374429599,394.5580279221883
352000,60.44945869646108,303.37173215667445
353000,77.49329055612873,240.59652348838276
354000,46.79952682327166,383.93029450705563
355000,65.33888426734802,188.99694113133842
356000,69.84447571140481,264.30781665867374
357000,75.87110570826371,311.38598841017426
358000,54.08449776444081,304.98228993226525
359000,74.39433492672742,257.227015813002
360000,48.83722046853882,217.5592681396413
361000,60.99808697208209,301.8490185653643
362000,50.83577264829728,291.8246189345948
363000,64.2328247025824,321.9735965415407
364000,70.6653346898238,482.9329735518267
365000,68.88779274459375,458.9489968964644
366000,59.317971294505696,317.9465427011679
367000,54.99592780782473,256.8283198135065
368000,62.49597758157324,190.73694822549464
369000,46.54624295857411,347.9852982844628
370000,58.43797517233361,338.0823357193992
371000,62.57942036720124,304.1886252776648
372000,71.84397907858511,342.16662709409104
373000,74.23751860906486,281.1419012591299
374000,81.80366655781904,248.23194136209315
375000,59.20333667556247,312.74152721514605
376000,67.72616088140057,268.70436126437136
377000,49.08743994428005,384.5706573107331
378000,76.06231490615778,274.65005113194866
379000,55.900275613646954,352.6043675630315
380000,70.78609591717759,319.59057205730545
381000,67.90004027876421,343.5538662831898
382000,61.36588805717474,244.83468867574376
383000,71.11021718071424,200.15984724368744
384000,70.96068423894485,280.19243982030173
385000,68.31696526408223,242.5021934148546
386000,71.93947587338009,464.6049296553015
387000,67.92148877884028,325.8370677983791
388000,67.5656116772152,224.45499380277099
389000,74.1412231496488,301.9747783551257
390000,85.02663466228478,316.76618619047395
391000,90.00795255758248,340.40089635614777
392000,61.980293280713454,274.73106006344534
393000,63.35159164794125,236.9253225464845
394000,59.06614883354632,453.26423482841477
395000,64.87257928978943,315.7970819768044
396000,62.51656279785891,334.41130809857515
397000,56.69753442376367,328.8946764072621
398000,58.58026123005038,335.0564456509413
399000,74.75029335617,313.1953310681643
400000,65.87137655077947,421.2030495628736
401000,80.87742002458253,377.89494812078397
402000,72.51039888153355,255.78372044338545
403000,46.986163989172155,301.51922314437735
404000,81.9102961522076,355.68897197687414
405000,68.22316389986372,398.4430354331183
406000,60.279480675211744,391.29076014467495
407000,77.0757122646828,309.06013721759126
408000,57.79421378725283,302.95856078100906
409000,65.70513086128085,385.4431757245879
410000,53.4094058888295,356.957181503441
411000,68.40403811832425,386.5573428391598
412000,83.17583444399224,183.75150239117315
413000,60.25339990893872,296.5688858426022
414000,56.82514227214597,212.1958923669173
415000,69.90923943948656,206.00041176411384
416000,46.95573872605496,240.428355803893
417000,69.98453705886348,302.8908006459663
418000,82.00286367218632,318.0847931261251
419000,67.23873328708487,271.18644757436243
420000,61.90526153555402,264.10861593493587
421000,68.36825978741217,141.21416379832382
422000,61.01922143238335,219.8289144237943
423000,63.258603156966274,238.3262854106325
424000,63.70583570539293,334.5227136352484
425000,67.65557188071398,270.9954746378064
426000,50.00197704973834,339.73126932330547
427000,52.211053732656566,304.4907111269869
428000,71.44765145128349,230.20954118760076
429000,63.77834332424027,283.2784461584886
430000,71.21984887806815,248.92123619229196
431000,66.61897558652117,306.11552732491117
432000,55.65814081016748,357.34660801493203
433000,70.34075338729198,485.1534159080241
434000,77.2285040519489,316.6863269405808
435000,56.49890883999251,213.4559812465017
436000,59.899650002566794,281.16371007008985
437000,55.03723425917258,227.93654704434232
438000,74.41492140178525,249.38555371929257
439000,85.57807296689498,374.9058880575611
440000,95.89362411061302,412.76691169975567
441000,80.28554508739035,393.680675341899
442000,72.53752742585883,494.7384791804988
443000,71.90165799428996,357.1705392337907
444000,55.57023620445398,272.6931805608765
445000,49.13980987598188,215.88456432055816
446000,52.56430821114954,224.8090041163953
447000,54.50534525507601,166.23082181974564
448000,66.63979783744855,245.24313988421528
449000,75.0424396963,443.28896999585606
450000,74.06186700093622,341.9929188602454
451000,71.40000772986969,163.68061885748236
452000,63.270652480605804,243.16714354362222
453000,71.15740052612091,187.78484600041716
454000,68.97492258389244,253.11365661354185
455000,57.850562657329874,344.29254717413943
456000,78.43706726244818,344.27908893363116
457000,74.83196027531449,333.4551865384247
458000,65.49496469143196,286.6652373183927
459000,51.59626475843834,290.45595070952305
460000,51.31814541995345,225.28102588061748
461000,64.9602008027814,220.46728929350613
462000,57.86094190730364,236.87688185514168
463000,94.27712914697804,138.14456831131196
464000,58.16371925751446,475.01828726577867
465000,60.16635765170622,302.4366354589896
466000,54.736818522431236,274.79721919575303
467000,64.04390439132476,242.02790612292887
468000,63.64575468051771,261.29926888679483
469000,54.84933348068898,341.35671366265774
470000,72.59644340890281,350.2740072136461
471000,47.91787170177304,288.6764359875472
472000,54.77991987837595,263.53155771165865
473000,54.838989440904925,334.41771035203107
474000,58.81979992701508,279.4388315354547
475000,70.62355264267535,158.33498527049977
476000,59.21708958631007,370.73226854852487
477000,51.24440884122786,348.848187365116
478000,85.4252056497462,174.45561801194742
479000,56.35516828121945,141.9992562914339
480000,47.78188766443827,309.6227883740207
481000,53.54542917006893,240.7509795041633
482000,59.36381467641877,302.68936999832255
483000,52.330744804115966,488.77207972887646
484000,80.87793451653533,349.53519213196336
485000,65.37803258489112,327.7695584368077
486000,67.4051747931723,201.63038929009355
487000,68.53493407027054,480.28736043293094
488000,79.46842001659388,302.00726762543735
489000,66.44225440212904,428.7501560912991
490000,61.6869902222997,306.8406777765131
491000,62.73687777935993,295.4767393138627
492000,63.10817150257935,268.25584230808005
493000,72.61202970168051,221.29923608118665
494000,64.60523173588808,334.53072103837616
495000,75.8817100051092,229.93298839674773
496000,65.84602954887669,186.2792838792623
497000,55.30390925305096,290.3913526392399
498000,46.49145229588157,263.5168692619739
499000,51.82375111926194,211.5416530950077
500000,56.815740876594646,171.99633683219443
501000,42.19479461337414,218.00788609575324
502000,67.76741094863974,232.28395366288368
503000,77.91370925484807,240.78807796123402
504000,65.4719861873582,270.5610291506217
505000,54.266745957313105,312.1552103110088
506000,56.39719268144108,256.0944411927699
507000,71.94155790930017,275.9573520591038
508000,64.96548206704915,191.34637516586216
509000,64.88503951582243,224.62921555622393
510000,76.09070714700209,350.56699959796657
511000,56.37290638111517,492.807717245183
512000,79.13326609202379,347.0302838543119
513000,83.70510214524973,254.15341544802845
514000,75.68798296619934,288.4325107841438
515000,75.93835586035493,368.03059760543096
516000,65.04102759306897,271.3216684408229
517000,64.41237275711835,318.6049119603116
518000,67.35047237705854,260.76973985133134
519000,78.5813329631278,354.39384280702075
520000,68.17950662080459,399.872999934585
521000,70.17404210888901,297.8125342025426
522000,77.39949807383528,174.57589625896392
523000,60.26661929189868,266.07923839930623
524000,48.55053924420645,286.21904400402553
525000,71.6378776227757,280.70305550281375
526000,74.11286267587013,274.4350515010103
527000,78.68767571783974,296.7415132743515
528000,73.04085460826172,301.8970381852914
529000,67.7713379165798,305.4700177837608
530000,56.993160392196614,336.31646963111746
531000,49.89230455241261,218.39491372536233
532000,46.1774167073811,221.16694636586988
533000,56.74709081457877,210.39228909812613
534000,62.53036703832913,193.40932460447053
535000,60.15626930714046,305.4744684832048
536000,62.16421324801922,262.74818648906086
537000,80.86364473355434,257.12729797077293
538000,57.459406478884375,255.22857681168432
539000,63.30948856217401,270.906259360573
540000,57.28542574821586,374.15370767809657
541000,70.81129691459682,258.96262645354335
542000,69.60539622237411,266.08279055839574
543000,63.00467677063213,250.3264483988449
544000,55.6550430711668,428.869105363735
545000,49.252578371158506,295.76421625907716
546000,58.12641508282104,272.7615072784718
547000,65.99829246875743,278.87916462642517
548000,58.37151036468822,437.2718359592365
549000,61.835358782125695,196.29724109700163
550000,49.896811727095155,341.076828789698
551000,53.12051695051014,345.8367031524081
552000,59.1378807098954,231.18949796110272
553000,55.10625800179782,221.9220053898679
554000,69.91583478308166,242.62829815500908
555000,68.32301225405536,324.79521611595067
556000,63.26906377929845,346.01036962239885
557000,61.79327279686879,306.14625328614693
558000,56.54057628286111,291.3499595666532
559000,56.29842311637064,221.02600981639532
560000,60.9803575674523,250.4595337621855
561000,67.38881604118069,438.03089614631733
562000,71.1925277469818,353.18072595667144
563000,56.168692311650375,235.9573434830151
564000,59.00985747134018,247.31584096024915
565000,72.46425005927449,254.67991972849057
566000,64.0311433189272,435.16923279042715
567000,73.41041275341371,311.8917357919876
568000,79.86865011023474,391.32490041351383
569000,83.9755055587475,300.2401225090503
570000,77.47094548716632,391.313545551763
571000,65.37932836633959,366.3966894064791
572000,56.591794431551534,376.47252104452434
573000,64.91886836217327,386.39834300895063
574000,68.04740345433902,378.96105348192447
575000,73.83786425562039,241.48093234147515
576000,59.936372709425996,333.14380239996547
577000,77.90605879027862,395.5090235669555
578000,82.33034203911666,338.6839938304235
579000,75.10844284638006,268.38917345213366
580000,54.2513510585577,396.9474026507612
581000,75.03025971280067,365.1123769128849
582000,68.641838586429,373.2826764991209
583000,61.87196160201688,344.35040192164826
584000,72.07079550194976,323.5400491495989
585000,89.1622359799516,376.79038785953463
586000,62.20404208372929,378.74077789511887
587000,62.26591166302023,394.5022319479251
588000,70.13149668624828,318.15784642520197
589000,61.51979331224652,248.3022586798727
590000,72.26347850761294,280.4564185886212
591000,60.48455910558043,249.0609944565818
592000,59.331092917646515,266.66078955730745
593000,55.90747438697008,322.3435065106161
594000,57.29297867492096,284.88478971905033
595000,81.1818488649842,217.6436846257354
596000,62.38314676167647,463.5491832994312
597000,48.780696873342094,591.4567027375533
598000,79.63987565640127,229.82469556412536
599000,55.46958907418593,303.16521591869235
600000,69.78940633074743,188.78544507044913
601000,52.81363502808381,170.2936969559594
602000,58.17240612547175,251.37780130756198
603000,64.20103064346108,237.95314942155898
604000,63.81600603126776,263.2876403156585
605000,61.553474186242056,179.39209312240718
606000,78.84316600536333,195.42428272123448
607000,78.2755331892613,291.8418620993463
608000,59.314131732498936,211.464664496914
609000,50.72361966737162,234.8771258161275
610000,69.8304635028876,211.6186651337277
611000,52.68700105125026,242.3083480079542
612000,57.647197703059646,368.7466409104035
613000,61.762425962771204,215.69363100413906
614000,64.30788953411388,309.7005574031355
615000,70.52873991141814,362.37806661863357
616000,56.84932153432601,438.82562276563675
617000,63.85714416240262,363.3872676706305
618000,71.19100285411423,332.3871475958622
619000,75.27182722522411,367.35823433088655
620000,67.15103189189904,208.582697891457
621000,73.4159659705947,358.4559534444332
622000,75.90033814623371,319.5872568990596
623000,67.39183679808556,251.74789568067675
624000,78.6995954799786,215.19166406409306
625000,53.97764278700333,281.01117805990737
626000,59.21185625717135,198.64768157869264
627000,49.49984156163919,277.5852392454277
628000,56.44465510684222,225.72585703566094
629000,50.86465207890433,231.93251361646855
630000,66.3041003066732,316.0727728211053
631000,64.11491269779071,331.19051093592736
632000,63.07375522927441,297.24728305339795
633000,48.41096322621888,434.2670308603077
634000,51.29414794112927,291.1820282403924
635000,54.154663935361896,220.14470438397424
636000,60.6182886128081,195.87572482645731
637000,59.22615505234429,302.0468399928918
638000,52.59194142597562,437.0205450054263
639000,70.3291702473125,261.7673402834473
640000,81.30963638961884,567.899862924471
641000,78.65743850334911,417.1340872359843
642000,61.7267924209209,295.501243128816
643000,64.77850343975732,142.7280309530684
644000,56.9929535994748,311.1948829503481
645000,58.49161356372531,206.49997088456362
646000,47.400746832620825,461.15528762282327
647000,55.99652459592966,271.8136551437311
648000,60.21250306077127,211.63620506233798
649000,71.3190399807645,322.19719948806465
650000,54.93553363083174,378.40519778840036
651000,59.79625932735121,404.4533708585054
652000,60.80721508420538,346.9548500120229
653000,55.3544649428477,349.1444926037786
654000,54.505619751382255,354.13401981084814
655000,64.57301927525805,237.63479709000842
656000,63.35303705438855,194.6746855295983
657000,62.01024092831358,238.95017076155634
658000,61.68505427413686,161.4806392276587
659000,54.50768881136173,271.32634262508907
660000,68.22702352808847,374.1116027314909
661000,65.51455989597707,420.02637290962883
662000,81.96425701324624,288.9311229015902
663000,70.63847446078398,295.46188859384574
664000,64.28642434017183,247.96765518828582
665000,58.48366424427695,325.22348303733787
666000,70.24219399795584,447.82714428238694
667000,65.24754835423255,422.7342326332124
668000,58.70193588212291,286.09588084484665
669000,48.700831473404605,231.87025940846715
670000,61.95220067772789,220.6735821540266
671000,48.889092596946284,260.7907487411603
672000,66.07381839588902,183.73676379636473
673000,62.13981602365857,259.0614165224238
674000,66.03340508579277,247.23301755971394
675000,76.63607467622776,301.2651968076472
676000,80.93073663111863,284.74614968366524
677000,64.6783626588167,318.8901606064908
678000,72.49163616517035,349.11458437142613
679000,65.91326673553704,367.3224166656809
680000,60.15004774327281,387.843290904078
681000,61.416579149383324,284.6036411058085
682000,60.252836761334876,244.33073486771153
683000,64.54006479775234,227.68088079574673
684000,60.18381415053485,404.9520302599978
685000,78.64105595423098,236.0107502810393
686000,46.65439529038849,292.89378529271954
687000,61.3404559436475,434.0777456782483
688000,70.73552415669383,254.27406769239786
689000,62.662223741208436,313.62532707702843
690000,56.45648341914557,224.78710291871624
691000,56.02484532407334,329.7140330889679
692000,54.6175272162136,349.3971047733768
693000,53.600786723109195,279.494473051346
694000,65.97010241769476,241.16533041339252
695000,62.6585031980247,322.74717073009407
696000,66.37040986757015,334.4762382719656
697000,65.39521068037357,251.14824940120107
698000,46.465161558417094,246.97629649763078
699000,72.59131665186214,217.29279502969663
700000,64.23286798182926,166.58640969620058
701000,51.090949320241634,173.35179629463562
702000,42.85866738743994,273.65413594012335
703000,52.155487566289594,224.46064058996294
704000,52.05754216230707,167.68421253104006
705000,71.67074920939922,287.6422845843219
706000,56.43584515247858,226.91830935878446
707000,66.0509764196322,339.15798584019126
708000,85.34543910124921,264.6061891630687
709000,62.92390829010401,322.7738279997077
710000,70.81144554119999,259.74120323035686
711000,70.31649367016507,313.1574979572032
712000,62.918041217191785,410.4935398473091
713000,61.24115416035784,466.161600906823
714000,90.34922589690541,247.66605409889422
715000,66.09813385984671,351.60535928296025
716000,60.25688502290817,459.0886462829638
717000,48.668976205000945,490.1226972275877
718000,85.59906573418994,272.7689325889466
719000,83.48092846851796,318.4582253295786
720000,59.34253184151021,260.4526320895184
721000,64.87201194063528,392.98418615244685
722000,67.68020569981309,261.11644494850674
723000,63.38708468915138,220.38197513425416
724000,50.62084737774302,296.95109403581444
725000,49.625148525746,228.87606337032742
726000,66.60606716619782,455.2917955894886
727000,88.7013907131477,294.2017852999406
728000,55.66559223163131,288.5171042791433
729000,53.303755777483275,188.33931240557357
730000,64.15442970454109,232.8714113278497
731000,58.44709079919774,440.2673425323303
732000,56.695301778507655,188.3312836687414
733000,65.1205736828847,390.6042122388523
734000,55.46924755959026,359.6909985643899
735000,64.61149556750024,285.94087949535526
